code,name,gender,country_code,events,birth_date,coach
1927392,JI Bowen,M,CHN,"[""Men's Canoe Single 1000m"" ""Men's Canoe Double 500m""]",22/2/2002,
1927393,LIU Hao,M,CHN,"[""Men's Canoe Single 1000m"" ""Men's Canoe Double 500m""]",6/9/1993,
1927400,YIN Mengdie,F,CHN,"[""Women's Kayak Single 500m"" ""Women's Kayak Four 500m""]",17/11/1997,
1927401,WANG Nan,F,CHN,"[""Women's Kayak Single 500m"" ""Women's Kayak Four 500m""]",25/9/2000,
1927402,LI Dongyin,F,CHN,"[""Women's Kayak Four 500m""]",6/7/1995,
1927403,SUN Yuewen,F,CHN,"[""Women's Kayak Four 500m""]",25/6/1994,
1927410,CHEN Yule,F,CHN,"[""Women's Kayak Double 500m""]",17/12/2007,
1927414,YU Shimeng,F,CHN,"[""Women's Kayak Double 500m""]",15/10/1999,
1927416,ZHANG Dong,M,CHN,"[""Men's Kayak Single 1000m"" ""Men's Kayak Double 500m"" ""Men's Kayak Four 500m""]",18/11/1996,
1927417,WANG Congkang,M,CHN,"[""Men's Kayak Four 500m""]",31/10/1996,
1927418,BU Tingkai,M,CHN,"[""Men's Kayak Double 500m"" ""Men's Kayak Four 500m""]",19/12/1995,
1927419,DONG Yi,M,CHN,"[""Men's Kayak Four 500m""]",28/7/2002,
1927514,WANG Zilu,F,CHN,['Individual All-Around'],18/6/2003,Qu Tao (CHN) Olena Diachenko (UKR)
1927515,DING Xinyi,F,CHN,['Group All-Around'],27/8/2004,National: Sun Dan (CHN)
1927516,GUO Qiqi,F,CHN,['Group All-Around'],7/8/1998,National: Sun Dan (CHN)
1927517,HAO Ting,F,CHN,['Group All-Around'],23/3/2001,National: Sun Dan (CHN)
1927518,HUANG Zhangjiayang,F,CHN,['Group All-Around'],15/2/2000,National: Sun Dan (CHN)
1927519,WANG Lanjing,F,CHN,['Group All-Around'],10/3/2005,National: Sun Dan (CHN)
1927552,MUSSABAYEV Danil,M,KAZ,['Men'],13/9/1998,Personal/National: Sergey Vertyankin
1927585,ENKHSAIKHAN Delgermaa,F,MGL,"[""Women's Freestyle 68kg""]",1/6/1999,National: Tsedendamba Bayarsaihan (MGL)
1927616,GIM Boeun,F,KOR,['Women'],8/12/1997,National: Henrik Signell (SWE).<br>Club: Kim Seongjin (KOR)
1927619,HAN Miseul,F,KOR,['Women'],13/8/1993,National: Henrik Signell (SWE).<br>Club: Song Miyoung (KOR)
1927621,JEON Jiyeon,F,KOR,['Women'],2/5/2003,National: Henrik Signell (SWE).<br>Club: Kim Seongjin (KOR)
1927623,JEONG Jinhui,F,KOR,['Women'],24/3/1999,National: Henrik Signell (SWE).<br>Club: Kim Tae-gyun (KOR)
1927625,JO Eunbeen,F,KOR,['Women'],18/4/2001,National: Henrik Signell (SWE).<br>Club: Kim Tae-gyun (KOR)
1927629,KANG Eunhye,F,KOR,['Women'],17/4/1996,National: Henrik Signell (SWE).<br>Club: Kim Mingu (KOR)
1927630,KANG Eunseo,F,KOR,['Women'],4/3/1999,National: Henrik Signell (SWE).<br>Club: Song Miyoung (KOR)
1927632,KANG Kyungmin,F,KOR,['Women'],8/11/1996,National: Henrik Signell (SWE).<br>Club: Nuno Alvarez (POR)
1927633,KIM Dayoung,F,KOR,['Women'],16/9/1996,National: Henrik Signell (SWE).<br>Club: Shin Chang-ho Kim Chayeon (KOR)
1927647,LEE Minji,F,KOR,['Women'],12/4/2000,National: Henrik Signell (SWE).<br>Club: Kim Mingu (KOR)
1927652,PARK Saeyoung,F,KOR,['Women'],11/8/1994,National: Henrik Signell (SWE).<br>Club: Kim Seongjin (KOR)
1927654,RYU Eun Hee,F,KOR,['Women'],24/2/1990,National: Henrik Signell (SWE).<br>Club: Per Johansson (SWE)
1927657,SHIN Eunjoo,F,KOR,['Women'],9/9/1993,National: Henrik Signell (SWE).<br>Club: Song Miyoung (KOR)
1927658,SHIN Jinmi,F,KOR,['Women'],23/6/1998,National: Henrik Signell (SWE).<br>Club: Shin Chang-ho Kim Chayeon (KOR)
1927660,SONG Haeri,F,KOR,['Women'],2/10/1997,National: Henrik Signell (SWE).<br>Club: Shin Chang-ho Kim Chayeon (KOR)
1927663,SONG Jiyoung,F,KOR,['Women'],5/5/1996,National: Henrik Signell (SWE).<br>Club: Kim Tae-gyun (KOR)
1927665,WOO Bitna,F,KOR,['Women'],23/10/2001,National: Henrik Signell (SWE).<br>Club: Kim Tae-gyun (KOR)
1927672,HASSON Nitai,M,ISR,['Mixed Dinghy'],15/3/1998,Gidi Kaliger (ISR)
1927673,SUN Huadong,M,CHN,['Eventing Individual'],7/1/1991,
1927675,RECSEI Rita,F,HUN,"[""Women's 20km Race Walk"" 'Marathon Race Walk Relay Mixed']",30/1/1996,
1927679,HUA TIAN Alex,M,CHN,['Eventing Individual'],25/10/1989,Personal (dressage): Peter Storr (GBR).<br>Personal (jumping): Tracey Newman (GBR)
1927680,REUVENY Tom,M,ISR,"[""Men's Windsurfing""]",12/6/2000,Gal Fridman (ISR)
1927685,MILJENIC Nikola,M,CRO,"[""Men's 100m Butterfly"" ""Men's 100m Freestyle""]",19/5/1998,Club: Domagoj Zajec (CRO)
1927686,PAVALIC Jana,F,CRO,"[""Women's 100m Freestyle"" ""Women's 50m Freestyle""]",27/5/2007,Club: Ivica Androic
1927704,ZHANG Zhizhen,M,CHN,"[""Men's Singles"" 'Mixed Doubles']",16/10/1996,Yen-Hsun Lu and Antonio Veic
1927709,ZHENG Qinwen,F,CHN,"[""Women's Singles"" 'Mixed Doubles']",8/10/2002,Personal: Pere Riba (ESP)
1927710,WANG Xiyu,F,CHN,"[""Women's Singles""]",28/3/2001,
1927711,YUAN Yue,F,CHN,"[""Women's Doubles"" ""Women's Singles""]",25/9/1998,Personal: Nan Yang (CHN)
1927716,ZHANG Shuai,F,CHN,"[""Women's Doubles""]",21/1/1989,Personal: Liu Shuo (CHN)
1927719,WANG Xinyu,F,CHN,"[""Women's Doubles"" ""Women's Singles"" 'Mixed Doubles']",26/9/2001,Personal: Miro Hrvatin (CRO)
1927733,KANTOR Sharon,F,ISR,"[""Women's Windsurfing""]",28/1/2003,
1927771,ZUKERMAN Gal,F,ISR,"[""Women's Kite""]",17/8/2003,
1927782,KAKON Shay,F,ISR,"[""Women's Dinghy""]",5/11/2002,Personal: Fabrizio Lazzarini (ITA)
1927786,ROBIUL Md Robiul Islam,M,BAN,['10m Air Rifle Men'],12/3/1999,National: Golam Shafiuddin (BAN)
1927820,LASRY Noa,F,ISR,['Mixed Dinghy'],24/6/1999,Gidi Kaliger (ISR)
1927837,ZARKA Dor,M,ISR,"[""Men's Kite""]",12/3/1994,Seagull Amir (ISR)
1927903,PUREVDORJ Orkhon,F,MGL,"[""Women's Freestyle 62kg""]",25/12/1993,
1927912,DOLGORJAV Otgonjargal,F,MGL,"[""Women's Freestyle 50kg""]",2/10/2001,
1927917,ZEIN Ali,M,EGY,['Men'],14/12/1990,National: Juan Carlos Pastor (ESP).<br>Club: Xavier Pascual Fuentes (ESP)
1927920,ABDOU Abdelrahman,M,EGY,['Men'],30/1/1996,National: Juan Carlos Pastor (ESP).<br>Club: David Davis (ESP)
1927945,UME John,M,PNG,"[""Men's 63.5kg""]",19/8/1996,Personal: Peter Morrison
1927950,BOLDSAIKHAN Khongorzul,F,MGL,"[""Women's Freestyle 57kg""]",27/5/2001,
1927952,HANNESDOTTIR Edda,F,ISL,"[""Women's Individual""]",8/12/1994,National: Sigurdur Orn Ragnarsson (ISL)
1927960,BATKHUYAG Khulan,F,MGL,"[""Women's Freestyle 53kg""]",20/11/1999,
1927969,SHEK Wai Hung,M,HKG,"['Men' ""Men's Vault""]",10/10/1991,Personal: Sergiy Agafontsev (UKR)
1928036,ADEL Ahmed,M,EGY,['Men'],25/11/1994,National: Juan Carlos Pastor (ESP).<br>Club: David Davis (ESP)
1928040,OMANYALA Ferdinand,M,KEN,"[""Men's 100m""]",2/1/1996,Personal: Geoffrey Kimani (KEN)
1928041,ELWAKIL Omar,M,EGY,['Men'],14/5/1988,National: Juan Carlos Pastor (ESP).<br>Club: Magdy Abou El-Magd (EGY)
